owner,control,type,device,legacy_value,expected_class,status,note
theme-post-excerpt,animation_duration,select,,,animated-slow,no-element,the element renders nothing without site content
theme-post-excerpt,hide_desktop,switcher,,,elementor-hidden-desktop,no-element,the element renders nothing without site content
theme-post-excerpt,hide_mobile,switcher,,,elementor-hidden-mobile,no-element,the element renders nothing without site content
theme-post-excerpt,hide_tablet,switcher,,,elementor-hidden-tablet,no-element,the element renders nothing without site content
theme-post-content,_element_width,select,,,elementor-widget__width-inherit,no-element,the element renders nothing without site content
theme-post-content,_element_width_mobile,select,mobile,,elementor-widget-mobile__width-auto,no-element,the element renders nothing without site content
theme-post-content,_element_width_tablet,select,tablet,,elementor-widget-tablet__width-initial,no-element,the element renders nothing without site content
theme-post-content,_position,select,,,elementor-absolute,no-element,the element renders nothing without site content
theme-post-content,_transform_flipX_effect,choose,,,e-transform,no-element,the element renders nothing without site content
theme-post-content,_transform_flipX_effect_hover,choose,,,e-transform,no-element,the element renders nothing without site content
theme-post-content,_transform_flipY_effect,choose,,,e-transform,no-element,the element renders nothing without site content
theme-post-content,_transform_flipY_effect_hover,choose,,,e-transform,no-element,the element renders nothing without site content
theme-post-content,_transform_rotate_popover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
theme-post-content,_transform_rotate_popover_hover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
theme-post-content,_transform_scale_popover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
theme-post-content,_transform_scale_popover_hover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
theme-post-content,_transform_skew_popover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
theme-post-content,_transform_skew_popover_hover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
theme-post-content,_transform_translate_popover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
theme-post-content,_transform_translate_popover_hover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
theme-post-content,animation_duration,select,,,animated-slow,no-element,the element renders nothing without site content
theme-post-content,hide_desktop,switcher,,,elementor-hidden-desktop,no-element,the element renders nothing without site content
theme-post-content,hide_mobile,switcher,,,elementor-hidden-mobile,no-element,the element renders nothing without site content
theme-post-content,hide_tablet,switcher,,,elementor-hidden-tablet,no-element,the element renders nothing without site content
theme-post-featured-image,_element_width,select,,,elementor-widget__width-inherit,verified,
theme-post-featured-image,_element_width_mobile,select,mobile,,elementor-widget-mobile__width-auto,verified,
theme-post-featured-image,_element_width_tablet,select,tablet,,elementor-widget-tablet__width-initial,verified,
theme-post-featured-image,_position,select,,,elementor-absolute,verified,
theme-post-featured-image,_transform_flipX_effect,choose,,,e-transform,verified,
theme-post-featured-image,_transform_flipX_effect_hover,choose,,,e-transform,verified,
theme-post-featured-image,_transform_flipY_effect,choose,,,e-transform,verified,
theme-post-featured-image,_transform_flipY_effect_hover,choose,,,e-transform,verified,
theme-post-featured-image,_transform_rotate_popover,popover_toggle,,,e-transform,verified,
theme-post-featured-image,_transform_rotate_popover_hover,popover_toggle,,,e-transform,verified,
theme-post-featured-image,_transform_scale_popover,popover_toggle,,,e-transform,verified,
theme-post-featured-image,_transform_scale_popover_hover,popover_toggle,,,e-transform,verified,
theme-post-featured-image,_transform_skew_popover,popover_toggle,,,e-transform,verified,
theme-post-featured-image,_transform_skew_popover_hover,popover_toggle,,,e-transform,verified,
theme-post-featured-image,_transform_translate_popover,popover_toggle,,,e-transform,verified,
theme-post-featured-image,_transform_translate_popover_hover,popover_toggle,,,e-transform,verified,
theme-post-featured-image,animation_duration,select,,,animated-slow,verified,
theme-post-featured-image,hide_desktop,switcher,,,elementor-hidden-desktop,verified,
theme-post-featured-image,hide_mobile,switcher,,,elementor-hidden-mobile,verified,
theme-post-featured-image,hide_tablet,switcher,,,elementor-hidden-tablet,verified,
theme-archive-title,_element_width,select,,,elementor-widget__width-inherit,verified,
theme-archive-title,_element_width_mobile,select,mobile,,elementor-widget-mobile__width-auto,verified,
theme-archive-title,_element_width_tablet,select,tablet,,elementor-widget-tablet__width-initial,verified,
theme-archive-title,_position,select,,,elementor-absolute,verified,
theme-archive-title,_transform_flipX_effect,choose,,,e-transform,verified,
theme-archive-title,_transform_flipX_effect_hover,choose,,,e-transform,verified,
theme-archive-title,_transform_flipY_effect,choose,,,e-transform,verified,
theme-archive-title,_transform_flipY_effect_hover,choose,,,e-transform,verified,
theme-archive-title,_transform_rotate_popover,popover_toggle,,,e-transform,verified,
theme-archive-title,_transform_rotate_popover_hover,popover_toggle,,,e-transform,verified,
theme-archive-title,_transform_scale_popover,popover_toggle,,,e-transform,verified,
theme-archive-title,_transform_scale_popover_hover,popover_toggle,,,e-transform,verified,
theme-archive-title,_transform_skew_popover,popover_toggle,,,e-transform,verified,
theme-archive-title,_transform_skew_popover_hover,popover_toggle,,,e-transform,verified,
theme-archive-title,_transform_translate_popover,popover_toggle,,,e-transform,verified,
theme-archive-title,_transform_translate_popover_hover,popover_toggle,,,e-transform,verified,
theme-archive-title,animation_duration,select,,,animated-slow,verified,
theme-archive-title,hide_desktop,switcher,,,elementor-hidden-desktop,verified,
theme-archive-title,hide_mobile,switcher,,,elementor-hidden-mobile,verified,
theme-archive-title,hide_tablet,switcher,,,elementor-hidden-tablet,verified,
archive-posts,_element_width,select,,,elementor-widget__width-inherit,verified,
archive-posts,_element_width_mobile,select,mobile,,elementor-widget-mobile__width-auto,verified,
archive-posts,_element_width_tablet,select,tablet,,elementor-widget-tablet__width-initial,verified,
archive-posts,_position,select,,,elementor-absolute,verified,
archive-posts,_transform_flipX_effect,choose,,,e-transform,verified,
archive-posts,_transform_flipX_effect_hover,choose,,,e-transform,verified,
archive-posts,_transform_flipY_effect,choose,,,e-transform,verified,
archive-posts,_transform_flipY_effect_hover,choose,,,e-transform,verified,
archive-posts,_transform_rotate_popover,popover_toggle,,,e-transform,verified,
archive-posts,_transform_rotate_popover_hover,popover_toggle,,,e-transform,verified,
archive-posts,_transform_scale_popover,popover_toggle,,,e-transform,verified,
archive-posts,_transform_scale_popover_hover,popover_toggle,,,e-transform,verified,
archive-posts,_transform_skew_popover,popover_toggle,,,e-transform,verified,
archive-posts,_transform_skew_popover_hover,popover_toggle,,,e-transform,verified,
archive-posts,_transform_translate_popover,popover_toggle,,,e-transform,verified,
archive-posts,_transform_translate_popover_hover,popover_toggle,,,e-transform,verified,
archive-posts,align,choose,,,load-more-align-left,verified,
archive-posts,animation_duration,select,,,animated-slow,verified,
archive-posts,archive_classic_alignment,choose,,,elementor-posts--align-left,verified,
archive-posts,archive_classic_columns,select,,,elementor-grid-1,verified,
archive-posts,archive_classic_columns_mobile,select,mobile,,elementor-grid-mobile-2,verified,
archive-posts,archive_classic_columns_tablet,select,tablet,,elementor-grid-tablet-3,verified,
archive-posts,archive_classic_thumbnail,select,,,elementor-posts--thumbnail-top,verified,
archive-posts,hide_desktop,switcher,,,elementor-hidden-desktop,verified,
archive-posts,hide_mobile,switcher,,,elementor-hidden-mobile,verified,
archive-posts,hide_tablet,switcher,,,elementor-hidden-tablet,verified,
archive-posts,archive_cards_alignment,choose,,,elementor-posts--align-left,verified,
archive-posts,archive_cards_box_shadow_box_shadow_type,switcher,,,elementor-card-shadow-yes,verified,
archive-posts,archive_cards_columns,select,,,elementor-grid-1,verified,
archive-posts,archive_cards_columns_mobile,select,mobile,,elementor-grid-mobile-2,verified,
archive-posts,archive_cards_columns_tablet,select,tablet,,elementor-grid-tablet-3,verified,
archive-posts,archive_cards_hover_effect,select,,,elementor-posts__hover-none,verified,
archive-posts,archive_cards_show_avatar,switcher,,,elementor-posts--show-avatar,verified,
archive-posts,archive_cards_thumbnail,select,,,elementor-posts--thumbnail-top,verified,
archive-posts,archive_full_content_thumbnail,switcher,,,elementor-posts--show-thumbnail,verified,
loop-grid,_element_width,select,,,elementor-widget__width-inherit,no-element,the element renders nothing without site content
loop-grid,_element_width_mobile,select,mobile,,elementor-widget-mobile__width-auto,no-element,the element renders nothing without site content
loop-grid,_element_width_tablet,select,tablet,,elementor-widget-tablet__width-initial,no-element,the element renders nothing without site content
loop-grid,_position,select,,,elementor-absolute,no-element,the element renders nothing without site content
loop-grid,_transform_flipX_effect,choose,,,e-transform,no-element,the element renders nothing without site content
loop-grid,_transform_flipX_effect_hover,choose,,,e-transform,no-element,the element renders nothing without site content
loop-grid,_transform_flipY_effect,choose,,,e-transform,no-element,the element renders nothing without site content
loop-grid,_transform_flipY_effect_hover,choose,,,e-transform,no-element,the element renders nothing without site content
loop-grid,_transform_rotate_popover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
loop-grid,_transform_rotate_popover_hover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
loop-grid,_transform_scale_popover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
loop-grid,_transform_scale_popover_hover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
loop-grid,_transform_skew_popover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
loop-grid,_transform_skew_popover_hover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
loop-grid,_transform_translate_popover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
loop-grid,_transform_translate_popover_hover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
loop-grid,animation_duration,select,,,animated-slow,no-element,the element renders nothing without site content
loop-grid,hide_desktop,switcher,,,elementor-hidden-desktop,no-element,the element renders nothing without site content
loop-grid,hide_mobile,switcher,,,elementor-hidden-mobile,no-element,the element renders nothing without site content
loop-grid,hide_tablet,switcher,,,elementor-hidden-tablet,no-element,the element renders nothing without site content
loop-carousel,_element_width,select,,,elementor-widget__width-inherit,no-element,the element renders nothing without site content
loop-carousel,_element_width_mobile,select,mobile,,elementor-widget-mobile__width-auto,no-element,the element renders nothing without site content
loop-carousel,_element_width_tablet,select,tablet,,elementor-widget-tablet__width-initial,no-element,the element renders nothing without site content
loop-carousel,_position,select,,,elementor-absolute,no-element,the element renders nothing without site content
loop-carousel,_transform_flipX_effect,choose,,,e-transform,no-element,the element renders nothing without site content
loop-carousel,_transform_flipX_effect_hover,choose,,,e-transform,no-element,the element renders nothing without site content
loop-carousel,_transform_flipY_effect,choose,,,e-transform,no-element,the element renders nothing without site content
loop-carousel,_transform_flipY_effect_hover,choose,,,e-transform,no-element,the element renders nothing without site content
loop-carousel,_transform_rotate_popover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
loop-carousel,_transform_rotate_popover_hover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
loop-carousel,_transform_scale_popover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
loop-carousel,_transform_scale_popover_hover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
loop-carousel,_transform_skew_popover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
loop-carousel,_transform_skew_popover_hover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
loop-carousel,_transform_translate_popover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
loop-carousel,_transform_translate_popover_hover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
loop-carousel,animation_duration,select,,,animated-slow,no-element,the element renders nothing without site content
loop-carousel,hide_desktop,switcher,,,elementor-hidden-desktop,no-element,the element renders nothing without site content
loop-carousel,hide_mobile,switcher,,,elementor-hidden-mobile,no-element,the element renders nothing without site content
loop-carousel,hide_tablet,switcher,,,elementor-hidden-tablet,no-element,the element renders nothing without site content
off-canvas,_element_width,select,,,elementor-widget__width-inherit,verified,
off-canvas,_element_width_mobile,select,mobile,,elementor-widget-mobile__width-auto,verified,
off-canvas,_element_width_tablet,select,tablet,,elementor-widget-tablet__width-initial,verified,
off-canvas,_position,select,,,elementor-absolute,verified,
off-canvas,_transform_flipX_effect,choose,,,e-transform,verified,
off-canvas,_transform_flipX_effect_hover,choose,,,e-transform,verified,
off-canvas,_transform_flipY_effect,choose,,,e-transform,verified,
off-canvas,_transform_flipY_effect_hover,choose,,,e-transform,verified,
off-canvas,_transform_rotate_popover,popover_toggle,,,e-transform,verified,
off-canvas,_transform_rotate_popover_hover,popover_toggle,,,e-transform,verified,
off-canvas,_transform_scale_popover,popover_toggle,,,e-transform,verified,
off-canvas,_transform_scale_popover_hover,popover_toggle,,,e-transform,verified,
off-canvas,_transform_skew_popover,popover_toggle,,,e-transform,verified,
off-canvas,_transform_skew_popover_hover,popover_toggle,,,e-transform,verified,
off-canvas,_transform_translate_popover,popover_toggle,,,e-transform,verified,
off-canvas,_transform_translate_popover_hover,popover_toggle,,,e-transform,verified,
off-canvas,animation_duration,select,,,animated-slow,verified,
off-canvas,hide_desktop,switcher,,,elementor-hidden-desktop,verified,
off-canvas,hide_mobile,switcher,,,elementor-hidden-mobile,verified,
off-canvas,hide_tablet,switcher,,,elementor-hidden-tablet,verified,
posts,_element_width,select,,,elementor-widget__width-inherit,verified,
posts,_element_width_mobile,select,mobile,,elementor-widget-mobile__width-auto,verified,
posts,_element_width_tablet,select,tablet,,elementor-widget-tablet__width-initial,verified,
posts,_position,select,,,elementor-absolute,verified,
posts,_transform_flipX_effect,choose,,,e-transform,verified,
posts,_transform_flipX_effect_hover,choose,,,e-transform,verified,
posts,_transform_flipY_effect,choose,,,e-transform,verified,
posts,_transform_flipY_effect_hover,choose,,,e-transform,verified,
posts,_transform_rotate_popover,popover_toggle,,,e-transform,verified,
posts,_transform_rotate_popover_hover,popover_toggle,,,e-transform,verified,
posts,_transform_scale_popover,popover_toggle,,,e-transform,verified,
posts,_transform_scale_popover_hover,popover_toggle,,,e-transform,verified,
posts,_transform_skew_popover,popover_toggle,,,e-transform,verified,
posts,_transform_skew_popover_hover,popover_toggle,,,e-transform,verified,
posts,_transform_translate_popover,popover_toggle,,,e-transform,verified,
posts,_transform_translate_popover_hover,popover_toggle,,,e-transform,verified,
posts,align,choose,,,load-more-align-left,verified,
posts,animation_duration,select,,,animated-slow,verified,
posts,classic_alignment,choose,,,elementor-posts--align-left,verified,
posts,classic_columns,select,,,elementor-grid-1,verified,
posts,classic_columns_mobile,select,mobile,,elementor-grid-mobile-2,verified,
posts,classic_columns_tablet,select,tablet,,elementor-grid-tablet-3,verified,
posts,classic_thumbnail,select,,,elementor-posts--thumbnail-top,verified,
posts,hide_desktop,switcher,,,elementor-hidden-desktop,verified,
posts,hide_mobile,switcher,,,elementor-hidden-mobile,verified,
posts,hide_tablet,switcher,,,elementor-hidden-tablet,verified,
posts,cards_alignment,choose,,,elementor-posts--align-left,verified,
posts,cards_box_shadow_box_shadow_type,switcher,,,elementor-card-shadow-yes,verified,
posts,cards_columns,select,,,elementor-grid-1,verified,
posts,cards_columns_mobile,select,mobile,,elementor-grid-mobile-2,verified,
posts,cards_columns_tablet,select,tablet,,elementor-grid-tablet-3,verified,
posts,cards_hover_effect,select,,,elementor-posts__hover-none,verified,
posts,cards_show_avatar,switcher,,,elementor-posts--show-avatar,verified,
posts,cards_thumbnail,select,,,elementor-posts--thumbnail-top,verified,
posts,full_content_thumbnail,switcher,,,elementor-posts--show-thumbnail,verified,
portfolio,_element_width,select,,,elementor-widget__width-inherit,verified,
portfolio,_element_width_mobile,select,mobile,,elementor-widget-mobile__width-auto,verified,
portfolio,_element_width_tablet,select,tablet,,elementor-widget-tablet__width-initial,verified,
portfolio,_position,select,,,elementor-absolute,verified,
portfolio,_transform_flipX_effect,choose,,,e-transform,verified,
portfolio,_transform_flipX_effect_hover,choose,,,e-transform,verified,
portfolio,_transform_flipY_effect,choose,,,e-transform,verified,
portfolio,_transform_flipY_effect_hover,choose,,,e-transform,verified,
portfolio,_transform_rotate_popover,popover_toggle,,,e-transform,verified,
portfolio,_transform_rotate_popover_hover,popover_toggle,,,e-transform,verified,
portfolio,_transform_scale_popover,popover_toggle,,,e-transform,verified,
portfolio,_transform_scale_popover_hover,popover_toggle,,,e-transform,verified,
portfolio,_transform_skew_popover,popover_toggle,,,e-transform,verified,
portfolio,_transform_skew_popover_hover,popover_toggle,,,e-transform,verified,
portfolio,_transform_translate_popover,popover_toggle,,,e-transform,verified,
portfolio,_transform_translate_popover_hover,popover_toggle,,,e-transform,verified,
portfolio,animation_duration,select,,,animated-slow,verified,
portfolio,columns,select,,,elementor-grid-1,verified,
portfolio,columns_mobile,select,mobile,,elementor-grid-mobile-2,verified,
portfolio,columns_tablet,select,tablet,,elementor-grid-tablet-3,verified,
portfolio,hide_desktop,switcher,,,elementor-hidden-desktop,verified,
portfolio,hide_mobile,switcher,,,elementor-hidden-mobile,verified,
portfolio,hide_tablet,switcher,,,elementor-hidden-tablet,verified,
gallery,_element_width,select,,,elementor-widget__width-inherit,verified,
gallery,_element_width_mobile,select,mobile,,elementor-widget-mobile__width-auto,verified,
gallery,_element_width_tablet,select,tablet,,elementor-widget-tablet__width-initial,verified,
gallery,_position,select,,,elementor-absolute,verified,
gallery,_transform_flipX_effect,choose,,,e-transform,verified,
gallery,_transform_flipX_effect_hover,choose,,,e-transform,verified,
gallery,_transform_flipY_effect,choose,,,e-transform,verified,
gallery,_transform_flipY_effect_hover,choose,,,e-transform,verified,
gallery,_transform_rotate_popover,popover_toggle,,,e-transform,verified,
gallery,_transform_rotate_popover_hover,popover_toggle,,,e-transform,verified,
gallery,_transform_scale_popover,popover_toggle,,,e-transform,verified,
gallery,_transform_scale_popover_hover,popover_toggle,,,e-transform,verified,
gallery,_transform_skew_popover,popover_toggle,,,e-transform,verified,
gallery,_transform_skew_popover_hover,popover_toggle,,,e-transform,verified,
gallery,_transform_translate_popover,popover_toggle,,,e-transform,verified,
gallery,_transform_translate_popover_hover,popover_toggle,,,e-transform,verified,
gallery,align_filter_bar_items,choose,,,elementor-gallery--filter-align-left,verified,
gallery,animation_duration,select,,,animated-slow,verified,
gallery,hide_desktop,switcher,,,elementor-hidden-desktop,verified,
gallery,hide_mobile,switcher,,,elementor-hidden-mobile,verified,
gallery,hide_tablet,switcher,,,elementor-hidden-tablet,verified,
form,_element_width,select,,,elementor-widget__width-inherit,verified,
form,_element_width_mobile,select,mobile,,elementor-widget-mobile__width-auto,verified,
form,_element_width_tablet,select,tablet,,elementor-widget-tablet__width-initial,verified,
form,_position,select,,,elementor-absolute,verified,
form,_transform_flipX_effect,choose,,,e-transform,verified,
form,_transform_flipX_effect_hover,choose,,,e-transform,verified,
form,_transform_flipY_effect,choose,,,e-transform,verified,
form,_transform_flipY_effect_hover,choose,,,e-transform,verified,
form,_transform_rotate_popover,popover_toggle,,,e-transform,verified,
form,_transform_rotate_popover_hover,popover_toggle,,,e-transform,verified,
form,_transform_scale_popover,popover_toggle,,,e-transform,verified,
form,_transform_scale_popover_hover,popover_toggle,,,e-transform,verified,
form,_transform_skew_popover,popover_toggle,,,e-transform,verified,
form,_transform_skew_popover_hover,popover_toggle,,,e-transform,verified,
form,_transform_translate_popover,popover_toggle,,,e-transform,verified,
form,_transform_translate_popover_hover,popover_toggle,,,e-transform,verified,
form,animation_duration,select,,,animated-slow,verified,
form,button_align,choose,,,elementor-button-align-start,verified,
form,button_align_mobile,choose,mobile,,elementor-mobile-button-align-center,verified,
form,button_align_tablet,choose,tablet,,elementor-tablet-button-align-end,verified,
form,hide_desktop,switcher,,,elementor-hidden-desktop,verified,
form,hide_mobile,switcher,,,elementor-hidden-mobile,verified,
form,hide_tablet,switcher,,,elementor-hidden-tablet,verified,
login,_element_width,select,,,elementor-widget__width-inherit,verified,
login,_element_width_mobile,select,mobile,,elementor-widget-mobile__width-auto,verified,
login,_element_width_tablet,select,tablet,,elementor-widget-tablet__width-initial,verified,
login,_position,select,,,elementor-absolute,verified,
login,_transform_flipX_effect,choose,,,e-transform,verified,
login,_transform_flipX_effect_hover,choose,,,e-transform,verified,
login,_transform_flipY_effect,choose,,,e-transform,verified,
login,_transform_flipY_effect_hover,choose,,,e-transform,verified,
login,_transform_rotate_popover,popover_toggle,,,e-transform,verified,
login,_transform_rotate_popover_hover,popover_toggle,,,e-transform,verified,
login,_transform_scale_popover,popover_toggle,,,e-transform,verified,
login,_transform_scale_popover_hover,popover_toggle,,,e-transform,verified,
login,_transform_skew_popover,popover_toggle,,,e-transform,verified,
login,_transform_skew_popover_hover,popover_toggle,,,e-transform,verified,
login,_transform_translate_popover,popover_toggle,,,e-transform,verified,
login,_transform_translate_popover_hover,popover_toggle,,,e-transform,verified,
login,align,choose,,,elementor-button-align-start,verified,
login,align_mobile,choose,mobile,,elementor-mobile-button-align-center,verified,
login,align_tablet,choose,tablet,,elementor-tablet-button-align-end,verified,
login,animation_duration,select,,,animated-slow,verified,
login,hide_desktop,switcher,,,elementor-hidden-desktop,verified,
login,hide_mobile,switcher,,,elementor-hidden-mobile,verified,
login,hide_tablet,switcher,,,elementor-hidden-tablet,verified,
slides,_element_width,select,,,elementor-widget__width-inherit,verified,
slides,_element_width_mobile,select,mobile,,elementor-widget-mobile__width-auto,verified,
slides,_element_width_tablet,select,tablet,,elementor-widget-tablet__width-initial,verified,
slides,_position,select,,,elementor-absolute,verified,
slides,_transform_flipX_effect,choose,,,e-transform,verified,
slides,_transform_flipX_effect_hover,choose,,,e-transform,verified,
slides,_transform_flipY_effect,choose,,,e-transform,verified,
slides,_transform_flipY_effect_hover,choose,,,e-transform,verified,
slides,_transform_rotate_popover,popover_toggle,,,e-transform,verified,
slides,_transform_rotate_popover_hover,popover_toggle,,,e-transform,verified,
slides,_transform_scale_popover,popover_toggle,,,e-transform,verified,
slides,_transform_scale_popover_hover,popover_toggle,,,e-transform,verified,
slides,_transform_skew_popover,popover_toggle,,,e-transform,verified,
slides,_transform_skew_popover_hover,popover_toggle,,,e-transform,verified,
slides,_transform_translate_popover,popover_toggle,,,e-transform,verified,
slides,_transform_translate_popover_hover,popover_toggle,,,e-transform,verified,
slides,animation_duration,select,,,animated-slow,verified,
slides,arrows_position,select,,,elementor-arrows-position-inside,verified,
slides,hide_desktop,switcher,,,elementor-hidden-desktop,verified,
slides,hide_mobile,switcher,,,elementor-hidden-mobile,verified,
slides,hide_tablet,switcher,,,elementor-hidden-tablet,verified,
slides,slides_horizontal_position,choose,,,elementor--h-position-left,verified,
slides,slides_vertical_position,choose,,,elementor--v-position-top,verified,
slides,dots_position,select,,,elementor-pagination-position-outside,verified,
nav-menu,_element_width,select,,,elementor-widget__width-inherit,verified,
nav-menu,_element_width_mobile,select,mobile,,elementor-widget-mobile__width-auto,verified,
nav-menu,_element_width_tablet,select,tablet,,elementor-widget-tablet__width-initial,verified,
nav-menu,_position,select,,,elementor-absolute,verified,
nav-menu,_transform_flipX_effect,choose,,,e-transform,verified,
nav-menu,_transform_flipX_effect_hover,choose,,,e-transform,verified,
nav-menu,_transform_flipY_effect,choose,,,e-transform,verified,
nav-menu,_transform_flipY_effect_hover,choose,,,e-transform,verified,
nav-menu,_transform_rotate_popover,popover_toggle,,,e-transform,verified,
nav-menu,_transform_rotate_popover_hover,popover_toggle,,,e-transform,verified,
nav-menu,_transform_scale_popover,popover_toggle,,,e-transform,verified,
nav-menu,_transform_scale_popover_hover,popover_toggle,,,e-transform,verified,
nav-menu,_transform_skew_popover,popover_toggle,,,e-transform,verified,
nav-menu,_transform_skew_popover_hover,popover_toggle,,,e-transform,verified,
nav-menu,_transform_translate_popover,popover_toggle,,,e-transform,verified,
nav-menu,_transform_translate_popover_hover,popover_toggle,,,e-transform,verified,
nav-menu,align_items,choose,,,elementor-nav-menu__align-start,verified,
nav-menu,animation_duration,select,,,animated-slow,verified,
nav-menu,dropdown,select,,,elementor-nav-menu--dropdown-mobile,verified,
nav-menu,full_width,switcher,,,elementor-nav-menu--stretch,verified,
nav-menu,hide_desktop,switcher,,,elementor-hidden-desktop,verified,
nav-menu,hide_mobile,switcher,,,elementor-hidden-mobile,verified,
nav-menu,hide_tablet,switcher,,,elementor-hidden-tablet,verified,
nav-menu,text_align,select,,,elementor-nav-menu__text-align-aside,verified,
nav-menu,toggle,select,,,elementor-nav-menu--toggle elementor-nav-menu--burger,verified,
nav-menu,align_items,choose,,left,elementor-nav-menu__align-start,verified,
nav-menu,align_items,choose,,right,elementor-nav-menu__align-end,verified,
animated-headline,_element_width,select,,,elementor-widget__width-inherit,verified,
animated-headline,_element_width_mobile,select,mobile,,elementor-widget-mobile__width-auto,verified,
animated-headline,_element_width_tablet,select,tablet,,elementor-widget-tablet__width-initial,verified,
animated-headline,_position,select,,,elementor-absolute,verified,
animated-headline,_transform_flipX_effect,choose,,,e-transform,verified,
animated-headline,_transform_flipX_effect_hover,choose,,,e-transform,verified,
animated-headline,_transform_flipY_effect,choose,,,e-transform,verified,
animated-headline,_transform_flipY_effect_hover,choose,,,e-transform,verified,
animated-headline,_transform_rotate_popover,popover_toggle,,,e-transform,verified,
animated-headline,_transform_rotate_popover_hover,popover_toggle,,,e-transform,verified,
animated-headline,_transform_scale_popover,popover_toggle,,,e-transform,verified,
animated-headline,_transform_scale_popover_hover,popover_toggle,,,e-transform,verified,
animated-headline,_transform_skew_popover,popover_toggle,,,e-transform,verified,
animated-headline,_transform_skew_popover_hover,popover_toggle,,,e-transform,verified,
animated-headline,_transform_translate_popover,popover_toggle,,,e-transform,verified,
animated-headline,_transform_translate_popover_hover,popover_toggle,,,e-transform,verified,
animated-headline,animation_duration,select,,,animated-slow,verified,
animated-headline,headline_style,select,,,elementor-headline--style-highlight,verified,
animated-headline,hide_desktop,switcher,,,elementor-hidden-desktop,verified,
animated-headline,hide_mobile,switcher,,,elementor-hidden-mobile,verified,
animated-headline,hide_tablet,switcher,,,elementor-hidden-tablet,verified,
hotspot,_element_width,select,,,elementor-widget__width-inherit,verified,
hotspot,_element_width_mobile,select,mobile,,elementor-widget-mobile__width-auto,verified,
hotspot,_element_width_tablet,select,tablet,,elementor-widget-tablet__width-initial,verified,
hotspot,_position,select,,,elementor-absolute,verified,
hotspot,_transform_flipX_effect,choose,,,e-transform,verified,
hotspot,_transform_flipX_effect_hover,choose,,,e-transform,verified,
hotspot,_transform_flipY_effect,choose,,,e-transform,verified,
hotspot,_transform_flipY_effect_hover,choose,,,e-transform,verified,
hotspot,_transform_rotate_popover,popover_toggle,,,e-transform,verified,
hotspot,_transform_rotate_popover_hover,popover_toggle,,,e-transform,verified,
hotspot,_transform_scale_popover,popover_toggle,,,e-transform,verified,
hotspot,_transform_scale_popover_hover,popover_toggle,,,e-transform,verified,
hotspot,_transform_skew_popover,popover_toggle,,,e-transform,verified,
hotspot,_transform_skew_popover_hover,popover_toggle,,,e-transform,verified,
hotspot,_transform_translate_popover,popover_toggle,,,e-transform,verified,
hotspot,_transform_translate_popover_hover,popover_toggle,,,e-transform,verified,
hotspot,animation_duration,select,,,animated-slow,verified,
hotspot,hide_desktop,switcher,,,elementor-hidden-desktop,verified,
hotspot,hide_mobile,switcher,,,elementor-hidden-mobile,verified,
hotspot,hide_tablet,switcher,,,elementor-hidden-tablet,verified,
price-list,_element_width,select,,,elementor-widget__width-inherit,verified,
price-list,_element_width_mobile,select,mobile,,elementor-widget-mobile__width-auto,verified,
price-list,_element_width_tablet,select,tablet,,elementor-widget-tablet__width-initial,verified,
price-list,_position,select,,,elementor-absolute,verified,
price-list,_transform_flipX_effect,choose,,,e-transform,verified,
price-list,_transform_flipX_effect_hover,choose,,,e-transform,verified,
price-list,_transform_flipY_effect,choose,,,e-transform,verified,
price-list,_transform_flipY_effect_hover,choose,,,e-transform,verified,
price-list,_transform_rotate_popover,popover_toggle,,,e-transform,verified,
price-list,_transform_rotate_popover_hover,popover_toggle,,,e-transform,verified,
price-list,_transform_scale_popover,popover_toggle,,,e-transform,verified,
price-list,_transform_scale_popover_hover,popover_toggle,,,e-transform,verified,
price-list,_transform_skew_popover,popover_toggle,,,e-transform,verified,
price-list,_transform_skew_popover_hover,popover_toggle,,,e-transform,verified,
price-list,_transform_translate_popover,popover_toggle,,,e-transform,verified,
